"ALK 2","7597758000510","DICLOFENAC POTASICO 50MG 20TAB (ALESS) / 0.75                                                                           ","0","  4 ","0","  1 ","  3 ","0","  8 ","  2 ","0","0","F24",""
"ALK 2","7597758000527","DICLOFENAC SOD TAB 50MG X20 ALESS / 0.84                                                                                ","0","0","  6 ","0","  3 ","0","  9 ","  2 ","0","0","F24",""
"ALK 2","7597758000596","ACETAMINOFEN 500MG X20 TAB (ALESS) / 1.02                                                                               ","0","  1 ","  2 ","  1 ","  3 ","  1 ","  8 ","  2 ","0","0","F24",""
"ALK 2","7597758000640","MICONAZOL 400 MG X 3 OVULOS (ALESS) / 3.12                                                                              ","0","0","  3 ","0","  1 ","  1 ","  5 ","  1 ","0","0","F24",""
"ALK 2","7597758001685","ADNICORT SUSP 3MG X 60 ML ALESS                                                                                         ","0","0","0","0","0","0","0","0","  3 ","0","F24",""
"ALK 2","7597758001289","ALESPIRINA  81MG X 30 TAB ALESS                                                                                         ","0","0","0","0","0","0","0","0","  6 ","0","F24",""
"ALK 2","7597758000763","AMLODIPINA 10MG X30TAB (ALESS) / 1.32                                                                                   ","  1 ","  5 ","  5 ","  8 ","  6 ","  6 ","  31 ","  6 ","  6 ","0","F24",""
"ALK 2","7597758000688","HIDROCORTISONA AMP IV-IM 100MG X1 ALESS / 1.47                                                                          ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","7597758000695","HIDROCORTISONA I.V-I.M 500MG X 1 AMP ALESS / 2.50                                                                       ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","7597758000756","AMLODIPINA 5MG X30TAB (ALESS) / 1.21                                                                                    ","0","  21 ","  4 ","  18 ","  5 ","  11 ","  59 ","  12 ","  12 ","0","F24",""
"ALK 2","7597758000725","METRONIDAZOL MICONAZOL 750MG+200MG X 7 OVULOS (ALESS) / 6.97                                                            ","0","  1 ","  1 ","0","  1 ","0","  3 ","  1 ","0","0","F24",""
"ALK 2","7597758001548","AMOXTIN (AMOX + AC CLAV) 400MG+57MG SUSP X 60ML ALESS / 4.55                                                            ","0","0","  1 ","  2 ","0","0","  3 ","  1 ","  6 ","0","F24",""
"ALK 2","7597758001302","AMOXTIN SUSP NARANJA 600MG-42.9MG-5 ML X 60 ML ALESS                                                                    ","0","0","0","0","0","0","0","0","  3 ","0","F24",""
"ALK 2","7597758000732","ATORVASTATINA 20MG X30 TAB (ALESS) / 2.98                                                                               ","0","  18 ","  6 ","  15 ","  5 ","  10 ","  54 ","  11 ","  12 ","0","F24",""
"ALK 2","7597758000749","ATORVASTATINA 40 MG X 30 TAB. (ALESS) / 4.74                                                                            ","0","  6 ","  6 ","  2 ","  3 ","  1 ","  18 ","  4 ","  6 ","0","F24",""
"ALK 2","7597758000770","ACETAMINOFEN SUPOSITORIO PED 125MG X 6 (ALESS)                                                                          ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","7597758000787","ACETAMINOFEN SUPOSITORIO PED X 6 (ALESS) / 1.80                                                                         ","0","0","0","0","0","0","0","0","0","0","F24",""
"ALK 2","7597758000145","AZITROMICINA 500MG X 5 TAB (ALESS) / 1.80                                                                               ","0","  10 ","  2 ","  11 ","  7 ","  12 ","  42 ","  8 ","  12 ","0","F24",""
